pos	id	title	duration_s	words	sentences	wps	verdict	provenance
1318	4hHPeNIU6ls	EEVblog #705 - Mailbag	3059	7681	8	960.1	needs-whisper	whisper-large-v3
1319	MC9_4mpqVgU	eevBLAB #5 - Are Mixed Signal (MSO) Oscilloscopes Worth The Money?	830	2463	153	16.1	good	youtube-asr
1320	W2qdtQkBKhc	EEVBlog #704 - Rigol DS1054Z Oscilloscope Features Review	4724	0	0	0	no-captions	whisper-large-v3
1321	ETCOhzU1O5A	EEVblog #703 - Rigol DS1054Z Oscilloscope Review Summary	768	2206	159	13.9	good	youtube-asr
1322	H9QONLaitWU	EEVblog #702 - Keysight 3000T Oscilloscope Teardown	721	1921	2	960.5	needs-whisper	whisper-large-v3
1323	FtcZ9K8551s	EEVblog #701 - Keysight 3000T Oscilloscope Review	2435	7004	513	13.7	good	youtube-asr
1324	SWm7hMkytyI	EEVblog #700 - Indiana Jones HO Scale Model Train Set	1212	3399	0	3399.0	needs-whisper	whisper-large-v3
1325	K1IJH9aJvgE	EEVblog #699 - Rigol DS1054Z Oscilloscope Jitter Fix Testing	1603	4451	326	13.7	good	youtube-asr
1326	jV1BlsL5xVw	EEVblog #698 - GPU Video Rendering	1489	4049	2	2024.5	needs-whisper	whisper-large-v3
1327	o3nABDOf3KU	eevBLAB #4 - Youtube Multi-Channel Networks SUCK!	690	1973	0	1973.0	needs-whisper	whisper-large-v3
1328	NesFg-sfY6Q	EEVblog #697 - Mailbag	3563	9341	6	1556.8	needs-whisper	whisper-large-v3
1329	h2sOEN_TVT4	eevBLAB #3 - Engineers Can't Spell	432	1346	0	1346.0	needs-whisper	whisper-large-v3
1330	_hxdz6c8bHg	EEVblog #696 - Apple Lisa Retro Computer Teardown	2032	5914	1	5914.0	needs-whisper	whisper-large-v3
1331	GyFeF9qPFCc	EEVblog #695 - Mailbag Tektronix 2465 Analog Oscilloscopes	1617	0	0	0	no-captions	whisper-large-v3
1332	CQgJmmn-eSE	EEVblog #694 - Mailbag	2564	7170	9	796.7	needs-whisper	whisper-large-v3
1333	Qo7MI9mrvfM	EEVblog #693 - AVO Transistor Analyser Teardown	1740	4742	413	11.5	good	youtube-asr
1334	9iXFhKUa1BU	eevBLAB #2 - Are Electronics Hobbyists Useless?	202	617	0	617.0	needs-whisper	whisper-large-v3
1335	9_qhlFc-MVU	eevBLAB #1 - The EEVblog Is Hiring	515	1643	131	12.5	good	youtube-asr
1336	Aymumu3mYl8	EEVblog #692 - Digilent Analog Discovery Review	3185	0	0	0	no-captions	whisper-large-v3
1337	XLhlY61ho-Y	EEVblog #691 - Dumpster Dive Xeon Servers	1060	2958	263	11.2	good	youtube-asr
1338	VZCokbsTwmQ	EEVblog #690 - TDS220 Oscilloscope Autopsy	1124	3179	267	11.9	good	youtube-asr
1339	yAahT8_P-_E	Sydney Mud Run 2014	1050	1954	295	6.6	good	youtube-asr
1340	4-PhbPS5LQU	EEVblog #689 - Back To The Future Time Circuits Troubleshooting	2616	7944	583	13.6	good	youtube-asr
1341	a_OGrHeAP44	Mud Run Update & Auction	153	470	0	470.0	needs-whisper	whisper-large-v3
1342	HGgat5IVfFE	EEVblog #688 - How To Rework Solder SMD Chips - BTTF Time Circuits Repair!	1492	0	0	0	no-captions	whisper-large-v3
1343	tCgtTPwlDSo	EEVblog #687 - EFTPOS PIN Pad Terminal Teardown	1580	4790	333	14.4	good	youtube-asr
1344	RRgjgs3NnnE	EEVblog #686 - Mailbag	3766	10790	1055	10.2	good	youtube-asr
1345	SRSzewMx1Ow	Drag An Oscilloscope Through 6km of Mud?	115	350	0	350.0	needs-whisper	whisper-large-v3
1346	y5aAjd9YPok	EEVblog #685 - What Is Oscilloscope AC Trigger Coupling?	1142	3344	240	13.9	good	youtube-asr
1347	bTij7Juj5qE	EEVblog #684 - Ness SMT Manufacturing & Assembly Factory Tour	3356	9397	922	10.2	good	youtube-asr
1348	kcOdzFaIYNE	EEVblog #683 - Rigol DS1000Z & DS2000 Oscilloscope Jitter Problems	978	2679	5	535.8	needs-whisper	whisper-large-v3
1349	h6D4MMWjrmM	EEVblog #682 - Ness D16X Alarm Panel Repair	2092	0	0	0	no-captions	whisper-large-v3
1350	HOZBrHqTJk4	EEVblog #681 - More Solar Roadways BULLSHIT!	1888	5469	13	420.7	needs-whisper	whisper-large-v3
1351	Engw6uxgpRg	EEVblog #680 - Mailbag	2666	7080	827	8.6	good	youtube-asr
1352	vuUSIt3rbyU	EEVblog #679 - How To Build A Small Electronics Work Bench	1054	0	0	0	no-captions	whisper-large-v3
1353	vfP_65gSSBU	EEVblog #678 - What is a PCB Spark Gap?	1237	3790	253	15.0	good	youtube-asr
1354	wq2BGsgaPk0	EEVblog #677 - Mailbag	2141	6149	634	9.7	good	youtube-asr
1355	eU66as4Bbds	EEVblog #676 - RANT: FTDI Bricking Counterfeit Chips!	1488	4128	2	2064.0	needs-whisper	whisper-large-v3
1356	lJVrTV_BeGg	EEVblog #675 - How To Reverse Engineer A Rigol DS1054Z	2338	7112	433	16.4	good	youtube-asr
1357	kb9P1Am9aFU	EEVblog #674 - Rigol DS1054Z Teardown	2207	6111	466	13.1	good	youtube-asr
1358	4L6JZ5g4Wa8	EEVblog #673 - Mailbag	2481	6420	760	8.4	good	youtube-asr
1359	DER1I7tan5I	EEVblog #672 - GoPro Hero 4 Silver Teardown	1410	3864	350	11.0	good	youtube-asr
1360	i3B_KKyntQE	EEVblog #671 - White Van Speaker Scam Teardown	2325	6965	544	12.8	good	youtube-asr
1361	dvuI8OKtBwE	EEVblog #670 - FLIR TG165 Lepton Sensor Followup	1859	5360	389	13.8	good	youtube-asr
1362	xFFXUc4Bwjs	EEVblog #669 - FLIR TG165 Thermal Imager Teardown	1924	5484	497	11.0	good	youtube-asr
1363	oJbgcbedHhI	EEVblog #668 - Mailbag + FLIR TG165	2319	6520	584	11.2	good	youtube-asr
1364	mgVsW4-cfh0	EEVblog #667 - Agilent 6643A Power Supply Binding Post Hack	1339	4137	314	13.2	good	youtube-asr
1365	bDxabiM-WF8	EEVblog #665 - Polar Wearlink Heart Rate Transmitter Teardown	1570	4538	10	453.8	needs-whisper	whisper-large-v3
1366	9aSPopIcKLQ	EEVblog #664 - Peltier TEG Energy Harvesting Experiments	3284	0	0	0	no-captions	whisper-large-v3
1367	yzO1PsscjOI	WENS 540 Handheld 10MHz Oscilloscope and Debug Meter	295	964	182	5.3	good	youtube-asr
1368	ezr3CzGUVeQ	EEVblog #663 - Compucorp 322G Calculator Teardown	1758	4793	16	299.6	needs-whisper	whisper-large-v3
1369	Dh0xYu8YvaE	EEVblog #662- How & Why to use Integration on an Oscilloscope	1193	3531	8	441.4	needs-whisper	whisper-large-v3
1370	2vJ0c0ioAXY	Electronex 2014 - Walkaround	2163	5816	1	5816.0	needs-whisper	whisper-large-v3
1371	1ljwyt1FQCc	Electronex 2014 - Behind The Scenes	432	1099	6	183.2	needs-whisper	whisper-large-v3
1372	E9lYHIAZeTc	EEVblog #661 - Mailbag	3043	8636	11	785.1	needs-whisper	whisper-large-v3
1373	aIZJsJlYmME	Electronex 2014 Announcement	79	242	0	242.0	needs-whisper	whisper-large-v3
1374	XWnylXMrMII	EEVblog #660 - Electrocardiogram (ECG) Experiments	1818	5096	401	12.7	good	youtube-asr
1375	_EMAggN5H-w	EEVblog #659 - Medical Plugpack Teardown	1790	5275	0	5275.0	needs-whisper	whisper-large-v3
1376	LICQ6ca8h9Y	EEVblog #658 - Mailbag	1188	3203	12	266.9	needs-whisper	whisper-large-v3
1377	vR8mAcKo7_g	EEVblog #657 - Maker Faire 2014 Interviews	1100	3370	350	9.6	good	youtube-asr
1378	_FIiolI37RU	EEVblog #656 - Pacemaker Monitor Teardown	1366	3986	303	13.2	good	youtube-asr
1379	peRJtgfn-Lw	EEVblog #655 - Auction Score	2679	7962	673	11.8	good	youtube-asr
1380	B_W0BJ-q8ms	EEVblog #654 - Sydney Maker Faire 2014 Behind The Scenes	1206	2770	0	2770.0	needs-whisper	whisper-large-v3
1381	GJJ_qqYs3RQ	EEVblog #653 - Sydney Maker Faire 2014 Highlights	579	675	2	337.5	needs-whisper	whisper-large-v3
1382	PPgxFd97taY	EEVblog #652 - Oscilloscope & Function Generator Termination Demo	1488	4158	281	14.8	good	youtube-asr
1383	yGRZmoc02Fs	Sydney Mini Maker Faire 2014 - Announcement	75	229	31	7.4	good	youtube-asr
1384	KPZDNp6cZro	EEVblog #651 - Mailbag	2015	5487	544	10.1	good	youtube-asr
1385	ewO_2hQyGtY	EEVblog #650 - Canon HF G30 / XA20 / XA25 Camcorder Review	1980	5941	4	1485.2	needs-whisper	whisper-large-v3
1386	xc2HKX6XwiA	EEVblog #649 - Power Designs 2005 PSU Teardown	1085	2998	270	11.1	good	youtube-asr
1387	ofCXpIuFhno	EEVblog #648 - Mailbag	1974	5318	620	8.6	good	youtube-asr
1388	KmZwAjmzHx8	EEVblog #647 - Agilent 53131A Frequency Counter Oven Upgrade	1524	4484	329	13.6	good	youtube-asr
1389	zILwgQhjC_Q	EEVblog #646 - Gravity Detection Using A Frequency Counter!	594	1601	103	15.5	good	youtube-asr
1390	F6R3uynR9Kk	EEVblog #645 - TRS-80 Model I Retro Computer Teardown	2005	5419	461	11.8	good	youtube-asr
1391	wg_J9WElvBY	EEVblog #644 - How To Design Front Panels On Extruded Enclosures - µSupply Part 14	1409	4223	229	18.4	good	youtube-asr
1392	UpEbY6tsKzM	EEVblog #643 - Mailbag	2676	7597	705	10.8	good	youtube-asr
1393	n13odoXQYeo	EEVblog #642 - TI Connected Launchpad	2111	6028	4	1507.0	needs-whisper	whisper-large-v3
1394	xLmGWhk7t-0	EEVblog #641 - Dumpster Cash Register Teardown	1304	3764	312	12.1	good	youtube-asr
1395	GMRvEA8rgJs	EEVblog #640 - How To Build An Electronics Work Bench	526	1153	127	9.1	good	youtube-asr
1396	h4QNxhlCHFo	EEVblog #639 - IBM L40SX Retro Laptop Teardown	1669	4321	448	9.6	good	youtube-asr
1397	U-3_2UtTMtA	EEVblog #638 - Apollo Saturn V LVDC Testing	1746	5002	403	12.4	good	youtube-asr
1398	PIn00-qW5WI	EEVblog #637 - Omni Directional Laser Barcode Scanner Teardown	1525	4263	338	12.6	good	youtube-asr
1399	bTW65Ny-UMY	The EEVblog Rap	201	416	2	208.0	needs-whisper	whisper-large-v3
1400	XZpYfm7jOt8	EEVblog #636 - FPGA Demo Boards - DE0 Nano	1475	4375	379	11.5	good	youtube-asr
1401	AZInaAaDlvE	EEVblog #635 - FPGA's Vs Microcontrollers	568	1583	98	16.2	good	youtube-asr
1402	S00c_qQB-hA	EEVblog #634 - Analog Multimeter Teardowns	1918	5476	438	12.5	good	youtube-asr
1403	f2Tr8r2j8wQ	EEVblog #633 - Mailbag	2659	7211	6	1201.8	needs-whisper	whisper-large-v3
1404	obS6TUVSZds	EEVblog #632 - Solar Roadways Are RUBBISH!	1921	5645	393	14.4	good	youtube-asr
1405	orFkIXO0uUI	EEVblog #631 - How To: Soniq LCD TV Repair Part 2	1199	3248	268	12.1	good	youtube-asr
1406	QbOYO32uL1A	EEVblog #630 - How To: Soniq LCD TV Troubleshooting Repair - Part 1	1437	3900	365	10.7	good	youtube-asr
1407	niZizzHBanA	EEVblog #629 - How To Design a Microphone Preamplifier	1855	4221	521	8.1	good	youtube-asr
1408	czv_8d66IQU	EEVblog #628 - Tektronix 213 Vintage Portable Oscilloscope Teardown	1723	5089	519	9.8	good	youtube-asr
1409	drmmL7ESN8c	EEVblog #627 - Dumpster Dive	531	1427	2	713.5	needs-whisper	whisper-large-v3
1410	2MQyQUkwmMk	EEVblog #626 - Ceramic Capacitor Voltage Dependency	1678	4618	408	11.3	good	youtube-asr
1411	1jPcYCcaHv0	EEVblog #625 - Retro Teardown: Sony's First Digital Camera	2008	5571	484	11.5	good	youtube-asr
1412	YKJXBD6isR8	EEVblog #624 - Mailbag	2297	6111	3	2037.0	needs-whisper	whisper-large-v3
1413	3RHR_HSQhxg	EEVblog #623 - See Through Thermal Camera Followup	714	1958	0	1958.0	needs-whisper	whisper-large-v3
1414	yVqLx7SlHVg	EEVblog #622 - How To See Through Objects With A Thermal Camera	899	2612	181	14.4	good	youtube-asr
1415	P_vM1_FAYHA	EEVblog #621- Stanford Research SR650 Repair - Part 2	1016	3078	239	12.9	good	youtube-asr
1416	OIrtkF_rBDs	EEVblog #620 - Repair: Stanford Research SR650 Programmable Filter	1826	5043	496	10.2	good	youtube-asr
1417	KXbz2KUr8HQ	EEVblog #619 - Dumpster Dive PABX Teardown	1960	5510	533	10.3	good	youtube-asr
1418	tXoyQssMwMM	EEVblog #618 - Mailbag	1928	5328	665	8.0	good	youtube-asr
1419	AE0_gcOBHA8	EEVblog #617 - Tektronix Oscilloscope Anomaly	1523	4336	359	12.1	good	youtube-asr
1420	e5xenXTwAzo	EEVblog #616 - How Microphone Phantom Powering Works	1212	2655	288	9.2	good	youtube-asr
1421	nJxQZr4dz3g	New EEVblog Lab VDSL2 Internet Connection	803	2223	223	10.0	good	youtube-asr
1422	qUW_hw1dZN4	EEVblog #614 Part 2 - Cebit Australia 2014 Walkaround	1460	3430	488	7.0	good	youtube-asr
1423	6VTkWJtny9c	EEVblog #615 - Prema 6047 Multimeter Followup	1037	3119	1	3119.0	needs-whisper	whisper-large-v3
1424	RwAhluh7MUE	EEVblog #614 - Cebit 2014 Highlights	1734	5086	0	5086.0	needs-whisper	whisper-large-v3
1425	G-6BBF3HyRU	EEVblog #613 - Prema 6047 Multimeter Teardown	1861	5014	472	10.6	good	youtube-asr
1426	IHpoDx2FLyQ	EEVblog #612 - Mailbag	1594	4344	4	1086.0	needs-whisper	whisper-large-v3
1427	UhG83WS51q8	EEVblog #611 - Electret Microphone Design	1306	2956	374	7.9	good	youtube-asr
1428	PNnlPWvqEnI	Announcement - Hack A Day Prize - WIN a trip to SPACE!	186	447	1	447.0	needs-whisper	whisper-large-v3
1429	l5Cts5nPpcA	EEVblog #610 - Why Digital Scopes Appear Noisy - Part 2	788	2204	3	734.7	needs-whisper	whisper-large-v3
1430	WTJhIVIGvSU	EEVblog #609 - Condenser Microphone Design Tutorial	1459	3444	430	8.0	good	youtube-asr
1431	yKOH0DyRWRU	EEVblog #608 - Condenser & Electret Microphone Construction	781	1855	225	8.2	good	youtube-asr
1432	pKX50E_14MQ	EEVblog #607 - Agilent B2912A Source Measure Unit SMU Teardown	3499	10354	822	12.6	good	youtube-asr
1433	BXWbmODBvhI	EEVblog #606 - Mailbag	2364	5996	827	7.3	good	youtube-asr
1434	_rTAqO7xz8U	EEVblog #605 - Fig.8 & Cardioid Microphone Patterns	1624	3732	445	8.4	good	youtube-asr
1435	VCUdDe0t7YM	EEVblog #604 - Sinclair C5 Restoration - Part 1	1041	2930	2	1465.0	needs-whisper	whisper-large-v3
1436	ph3utXdviAY	EEVblog #603 - Gas Sensor Teardown - Dräger Multiwarn II	2407	6776	2	3388.0	needs-whisper	whisper-large-v3
1437	ihAG6cMpUlY	EEVblog #602 - Introduction to Microphones	1655	3965	2	1982.5	needs-whisper	whisper-large-v3
1438	Znwp0pK8Tzk	EEVblog #601 - Why Digital Oscilloscopes Appear Noisy	1477	4064	286	14.2	good	youtube-asr
1439	7FYHt5XviKc	EEVblog #600 - OpAmps Tutorial - What is an Operational Amplifier?	2972	8373	606	13.8	good	youtube-asr
1440	tUjfRbt5bEQ	EEVblog #599 - 5 years of the EEVblog	476	1403	126	11.1	good	youtube-asr
1441	d9lZ2-a1P-E	EEVblog #598 - Sony DME7000 Video Multi Effects Processor Teardown	4146	12413	7	1773.3	needs-whisper	whisper-large-v3
1442	iFyEqcVpKLI	EEVblog #597 - Fluke 114 Kit Multimeter + Sparkfun/Fluke Rant	1071	3028	257	11.8	good	youtube-asr
1443	0GdV7XBae74	EEVblog #596 - World's Cheapest Soldering Station - Yihua 936	1901	5078	511	9.9	good	youtube-asr
1444	1EuBRmfJLSk	EEVblog #595 - World's Worst Shittiest Camcorder: Teardown	1448	4056	370	11.0	good	youtube-asr
1445	Edel3eduRj4	EEVblog #594 - How To Measure Power Supply Ripple & Noise	2264	6838	501	13.6	good	youtube-asr
1446	NiPJr1XNuPI	EEVblog #593 - HP35670A DSA Repair Part 4 - Thermal Testing	1246	3782	269	14.1	good	youtube-asr
1447	NYWGXLuyH4M	EEVblog #592 - Mailbag	2941	8063	1055	7.6	good	youtube-asr
1448	aVNfFewFn_Y	EEVblog #591 - Agilent 54622D Retro Mixed Signal Osciloscope Review & Teardown	1792	5134	447	11.5	good	youtube-asr
1449	HIWUFFlr2I4	EEVblog #590 - DIYINHK 1080P HD USB Soldering Microscope Review + Tagarno FHD ZIP	1466	4066	337	12.1	good	youtube-asr
1450	-6qopB8bd5w	EEVblog #589 - Voltech PM300 Power Analyser Teardown	1639	4776	379	12.6	good	youtube-asr
1451	UESc7ms4efo	EEVblog #588 - How To Do PCB Production Testing	875	2583	171	15.1	good	youtube-asr
1452	VFX47ZGOn_o	EEVblog #587 - Tektronix MDO3000 Mixed Domain Oscilloscope Teardown	4461	12804	927	13.8	good	youtube-asr
1453	gKKWUZeyAac	EEVblog #586 - Open Source Hardware uARM 4-Axis Desktop Robotic Arm Kickstarter	879	2585	193	13.4	good	youtube-asr
1454	NNXo4AbaKFc	EEVblog #585 - Lab Bench ESD Matting Upgrade + Tagarno HD Microscope	1167	3029	275	11.0	good	youtube-asr
1455	i3XjdT4mIbQ	EEVblog #584 - What Effect Does Your Multimeter Input Impedance Have?	927	2549	229	11.1	good	youtube-asr
1456	N-wcHkEBkSc	Announcement - EEVBlog Negative Feedback T-Shirts	143	418	0	418.0	needs-whisper	whisper-large-v3
1457	1yAx1Etr1Gc	EEVblog #583 - Wyong HAM Radio Field Day 2014	1112	2551	5	510.2	needs-whisper	whisper-large-v3
1458	mGFJQxAbWeY	EEVblog #582 - HP41CV Calculator Teardown	1138	3078	229	13.4	good	youtube-asr
1459	Lb8r6ewHf_k	EEVblog #581 - How To Do Kickstarter Surveys & Project Management	950	2926	3	975.3	needs-whisper	whisper-large-v3
1460	YpJ9ueJ9bEA	EEVblog #580 - Q&A	11174	33181	12	2765.1	needs-whisper	whisper-large-v3
1461	OYOYI_IPKGY	EEVblog #579 - Precision Low Current Source	1658	4563	369	12.4	good	youtube-asr
1462	U-sGY_hsNU0	EEVblog #578 - Proprietary Connector Rant - Panasonic LF1	222	534	0	534.0	needs-whisper	whisper-large-v3
1463	O2ohz8DyJoQ	EEVblog #577 - Precision 1A Current Source Part 2	1891	5468	467	11.7	good	youtube-asr
1464	tSzem8xshxk	EEVblog #576 - Advantest R6142 Current Voltage Generator	1225	3447	301	11.5	good	youtube-asr
1465	579SYLxORyw	EEVblog #575 - DIY 1970s Spectrum Analyser	820	1954	3	651.3	needs-whisper	whisper-large-v3
1466	ZmyYYKFePz4	EEVblog #574 - NEC Analog TV IF Modulator Teardown	4356	11911	1005	11.9	good	youtube-asr
1467	R4V1xPHL804	EEVblog #573 - Mailbag	2908	8025	2	4012.5	needs-whisper	whisper-large-v3
1468	ZvT9hHG17tQ	EEVblog #572 - Cascading Opamps For Increased Bandwidth	1320	3911	309	12.7	good	youtube-asr
1469	m9tza_c4sxc	uCurrent GOLD Assembler Parts Shipping	1056	3250	1	3250.0	needs-whisper	whisper-large-v3
1470	dFvN04Woihk	EEVblog #571 - Sennheiser EW100 G3 Wireless Microphone Teardown	1450	3992	355	11.2	good	youtube-asr
1471	3g_BsHIMbrc	EEVblog #570 - LAB Cleanup And Shelving	747	1967	2	983.5	needs-whisper	whisper-large-v3
1472	mR_wJkxKSXU	EEVblog #569 - Tour of an Analog TV Transmission Facility	3691	10856	1473	7.4	good	youtube-asr
1473	6GIscUsnlM0	EEVblog #568 - Solderless Breadboard Capacitance	761	2191	165	13.3	good	youtube-asr
1474	pXMhpEi_wPU	EEVblog #567 - Precision 1A Current Source	1056	2976	226	13.2	good	youtube-asr
1475	H2P1_JZYnVc	EEVblog #566 - Cheap USB Microscope Reviews	1666	4682	2	2341.0	needs-whisper	whisper-large-v3
1476	sEOxix7-kXk	Analog TV Transmitter Teardown Teaser	221	490	67	7.3	good	youtube-asr
1477	qXGqDDE9-4M	EEVblog #565 - Tektronix TDS3054 Oscilloscope Repair - Part 2	2070	5708	508	11.2	good	youtube-asr
1478	leC-zSMbtfg	EEVblog #564 - Tektronix TDS3054 Oscilloscope Teardown Repair	1746	4776	376	12.7	good	youtube-asr
1479	0Q-z5V9bYUs	EEVblog #563 - 2013 Review	626	1842	8	230.2	needs-whisper	whisper-large-v3
1480	Ux7WdK6oym4	uCurrent GOLD Kickstarter First Manufacture	296	615	4	153.8	needs-whisper	whisper-large-v3
1481	JA-vi2iQ5vA	EEVblog #562 - More SMD Oven Reflow	1428	3987	4	996.8	needs-whisper	whisper-large-v3
1482	vCRHGr0RfkM	EEVblog #561 - Mailbag	2052	5848	615	9.5	good	youtube-asr
1483	FRDCLRry6ZU	EEVblog #560 - How To Remove Sticker Residue On Test Equipment	117	334	0	334.0	needs-whisper	whisper-large-v3
1484	uqURkr9YVvM	EEVblog #559 - Auction Score	1933	5194	597	8.7	good	youtube-asr
1485	FNNRoXZom30	EEVblog #558 - Beta Layout DIY SMD Thermal Reflow Oven	3327	9623	726	13.3	good	youtube-asr
1486	0-IebArtT9I	EEVblog #557 - Retro Sinclair ZX Spectrum Computer Teardown	611	1746	1	1746.0	needs-whisper	whisper-large-v3
1487	Sztyhc-bKZ8	µCurrent GOLD Kickstarter Announcement	94	289	0	289.0	needs-whisper	whisper-large-v3
1488	ZQr0As65P7k	EEVblog #556 - Mailbag	2152	5985	3	1995.0	needs-whisper	whisper-large-v3
1489	U6qZPx4uD0g	EEVblog #555 - 555 Timer Kit	3749	10263	755	13.6	good	youtube-asr
1490	qCJPF6Ei3Vw	EEVblog #554 - Sinclair FTV1 TV80 Flat Screen Pocket TV Teardown	1751	4854	299	16.2	good	youtube-asr
1491	8q_S0Fk3dyM	The End Of Australian Analog TV - Switching Off	335	704	68	10.4	good	youtube-asr
1492	gRiadnjyBdo	EEVblog #553 - Mailbag	1556	4357	6	726.2	needs-whisper	whisper-large-v3
1493	2zGisPMNstI	EEVblog #552 - DFM Automated PCB Panel Testing	1801	5745	302	19.0	good	youtube-asr
1494	nN8uYDQHvpI	EEVblog #551 - Sydney Mini Maker Faire 2013	868	1677	242	6.9	good	youtube-asr
1495	1CZOThWik1k	EEVblog #550 - Manfrotto Video Camera Articulated Arm	1051	3467	0	3467.0	needs-whisper	whisper-large-v3
1496	bFcgW4zsJZU	Sydney Mini Maker Faire Announcement	82	262	0	262.0	needs-whisper	whisper-large-v3
1497	6Kfp77-7VU8	EEVblog #549 - Rigol DP832 Lab Power Supply Followup	1236	3570	229	15.6	good	youtube-asr
1498	uLIr1eFjY2s	EEVblog #548 - EMC Pre-Compliance Conducted Emissions Testing	1659	4932	265	18.6	good	youtube-asr
1499	WTkrk2blxhY	EEVblog #547 - Dumpster Phone Teardown	946	2758	253	10.9	good	youtube-asr
1500	V2ilbmv70oQ	RANT: Big New Youtube Google+ Changes Nov 2013	981	2939	0	2939.0	needs-whisper	whisper-large-v3
1501	A6hv5jZUwtc	EEVblog #546 - Mailbag Monday	1972	5401	1	5401.0	needs-whisper	whisper-large-v3
1502	X-2Kj979B3E	EEVblog #545 - Vintage Design Rant	244	664	0	664.0	needs-whisper	whisper-large-v3
1503	QFOH8n43kY4	EEVblog #544 - Fluke 5450A Resistance Calibrator Teardown	2211	5982	451	13.3	good	youtube-asr
1504	vPm-qMyNwpo	EEVBlog #543 - PCB VIA Current Investigation	1665	4936	375	13.2	good	youtube-asr
1505	hgtc6jM6qC0	EEVBlog Giveaway Draw Oct 2013	837	2035	1	2035.0	needs-whisper	whisper-large-v3
1506	2YcwVHM_4Ck	EEVblog Q&A #1 Announcement	190	590	2	295.0	needs-whisper	whisper-large-v3
1507	Ft50m8UU5WQ	EEVblog #542 - ZD985 Desoldering Station	2399	6811	537	12.7	good	youtube-asr
1508	HVB7BW--zGY	EEVblog #541 - Mailbag	2125	5799	9	644.3	needs-whisper	whisper-large-v3
1509	orYJFKQDZLo	EEVblog #540 - HP35670A DSA Repair - Part 3	1042	3003	224	13.4	good	youtube-asr
1510	5DJmp6iA1FE	EEVblog #539 - RFID Tag Card Repair	782	2317	159	14.6	good	youtube-asr
1511	7dd_A28gtzY	EEVblog #538 - HP35670A DSA Repair - Part 2	1350	3648	268	13.6	good	youtube-asr
1512	VF3EnUzynhg	EEVblog #537 - Square Kilometre Array Phase Array Feed Prototype	224	374	0	374.0	needs-whisper	whisper-large-v3
1513	YwiZROj3SSI	EEVblog #536 - HP35670A DSA Repair	2537	7109	551	12.9	good	youtube-asr
1514	92vemLHr9yE	µRuler Shipment Update	545	1610	0	1610.0	needs-whisper	whisper-large-v3
1515	EMjHbidR2CA	EEVblog #535 - Dumpster Dive Plotter	427	941	2	470.5	needs-whisper	whisper-large-v3
1516	LKv-F2clFDc	EEVblog #534 - Mailbag	1583	4506	10	450.6	needs-whisper	whisper-large-v3
1517	PFcC315vuQ8	EEVblog #533 - LED Fluoro Tube Teardown	1468	4245	3	1415.0	needs-whisper	whisper-large-v3
1518	y0WEx0Gwk1E	EEVblog #532 - Silicon Chip Wafer Fab Mailbag	2496	6787	482	14.1	good	youtube-asr
1519	qZGfVIrt0hQ	EEVblog Contest Announcement	177	541	50	10.8	good	youtube-asr
1520	8d46gG4NNr4	EEVblog #531 - LAB LED Fluoro Lighting Tube Replacement	714	2046	1	2046.0	needs-whisper	whisper-large-v3
1521	1j4L4ecjUz0	EEVblog #530 - Electrophoresis Power Supply Teardown	1605	4476	315	14.2	good	youtube-asr
1522	MNDisp8IKe0	EEVblog #529 - HP 35660A DSA Upgrade Investigation	854	2429	7	347.0	needs-whisper	whisper-large-v3
1523	Y0jkPLuFdnM	EEVblog #528 - Opamp Input Noise Voltage Tutorial	2400	6826	499	13.7	good	youtube-asr
1524	9GjBFQgVWv0	EEVblog #527 - Altium Entry Level PCB Tool Rant	774	2104	0	2104.0	needs-whisper	whisper-large-v3
1525	uMONqo-Ewug	EEVblog #526 - Bank Note Acceptor Followup	586	1743	110	15.8	good	youtube-asr
1526	qOzP5Vl-CIk	EEVblog #525 - Bank Note Acceptor Teardown	2251	6291	471	13.4	good	youtube-asr
